timestamp,open,close,high,low,volume,ema20
2026-04-26 22:30:00,2366.35,2359.2,2366.35,2351.62,593045.9,2369.11
2026-04-26 22:15:00,2369.25,2366.36,2379.99,2365.75,623013.82,2368.84
2026-04-26 22:00:00,2363.09,2369.25,2370.61,2361.12,383452.0,2368.88
2026-04-26 21:45:00,2356.32,2363.09,2369.87,2345.01,691344.34,2368.33
2026-04-26 21:30:00,2364.32,2356.32,2364.33,2350.55,506723.35,2367.19
2026-04-26 21:15:00,2365.32,2364.32,2367.04,2364.32,59924.06,2366.91
2026-04-26 21:00:00,2361.25,2365.32,2368.27,2361.11,158878.35,2366.76
2026-04-26 20:45:00,2365.28,2361.24,2366.2,2361.08,122890.66,2366.24
2026-04-26 20:30:00,2365.29,2365.29,2371.95,2364.29,270075.61,2366.15
2026-04-26 20:15:00,2364.12,2365.3,2366.5,2363.17,101436.11,2366.07
2026-04-26 20:00:00,2366.48,2364.12,2367.84,2364.11,110874.61,2365.88
2026-04-26 19:45:00,2364.52,2366.48,2370.19,2364.13,217549.16,2365.94
2026-04-26 19:30:00,2364.69,2364.53,2365.29,2362.24,164710.45,2365.8
2026-04-26 19:15:00,2364.59,2364.69,2375.75,2362.13,961147.07,2365.7
2026-04-26 19:00:00,2360.58,2364.59,2365.99,2358.34,215322.37,2365.59
2026-04-26 18:45:00,2359.23,2360.58,2361.4,2357.91,146846.75,2365.11
2026-04-26 18:30:00,2359.81,2359.24,2361.0,2356.83,199025.72,2364.56
2026-04-26 18:15:00,2361.98,2359.8,2367.89,2358.86,460941.31,2364.1
2026-04-26 18:00:00,2348.4,2361.99,2367.43,2346.54,1174216.6,2363.9
2026-04-26 17:45:00,2346.21,2348.41,2350.22,2345.77,172756.98,2362.43
2026-04-26 17:30:00,2345.37,2346.22,2346.5,2343.18,52558.32,2360.88
2026-04-26 17:15:00,2344.32,2345.37,2346.66,2344.15,80604.97,2359.4
2026-04-26 17:00:00,2341.89,2344.32,2344.8,2339.04,239805.67,2357.97
2026-04-26 16:45:00,2344.08,2341.89,2346.32,2341.68,182252.34,2356.44
2026-04-26 16:30:00,2345.98,2344.09,2347.1,2344.0,155021.48,2355.26
2026-04-26 16:15:00,2344.32,2345.98,2348.06,2344.32,119790.95,2354.38
2026-04-26 16:00:00,2347.56,2344.32,2349.18,2343.51,233339.76,2353.42
2026-04-26 15:45:00,2344.57,2347.55,2347.94,2343.04,234578.56,2352.86
2026-04-26 15:30:00,2347.57,2344.56,2348.09,2343.94,136421.47,2352.07
2026-04-26 15:15:00,2345.13,2347.56,2347.57,2343.6,150523.16,2351.64
2026-04-26 15:00:00,2345.39,2345.12,2347.24,2343.83,140586.73,2351.02
2026-04-26 14:45:00,2345.99,2345.4,2349.27,2343.42,331311.03,2350.48
2026-04-26 14:30:00,2349.13,2345.99,2351.26,2344.08,561129.89,2350.06
2026-04-26 14:15:00,2334.31,2349.13,2354.0,2333.28,1568543.92,2349.97
2026-04-26 14:00:00,2333.98,2334.31,2335.0,2332.3,94475.6,2348.48
2026-04-26 13:45:00,2333.72,2333.99,2334.73,2332.3,142383.74,2347.1
2026-04-26 13:30:00,2329.24,2333.71,2334.0,2329.05,174548.79,2345.82
2026-04-26 13:15:00,2330.01,2329.25,2331.0,2327.73,78899.12,2344.24
2026-04-26 13:00:00,2327.89,2330.0,2331.45,2326.83,129045.52,2342.89
2026-04-26 12:45:00,2329.5,2327.88,2329.51,2323.0,367138.62,2341.46
2026-04-26 12:30:00,2330.12,2329.51,2331.4,2329.43,68795.29,2340.32
2026-04-26 12:15:00,2329.32,2330.12,2333.35,2328.1,187807.11,2339.35
2026-04-26 12:00:00,2334.74,2329.32,2335.13,2327.61,276559.99,2338.39
2026-04-26 11:45:00,2333.86,2334.74,2335.62,2332.25,112211.98,2338.05
2026-04-26 11:30:00,2334.97,2333.87,2336.28,2333.7,104727.74,2337.65
2026-04-26 11:15:00,2332.85,2334.97,2336.42,2331.9,151901.91,2337.39
2026-04-26 11:00:00,2331.63,2332.85,2334.2,2331.19,91327.4,2336.96
2026-04-26 10:45:00,2331.33,2331.64,2331.76,2330.1,67752.25,2336.45
2026-04-26 10:30:00,2331.97,2331.33,2332.15,2330.51,93133.1,2335.97
2026-04-26 10:15:00,2333.59,2331.96,2334.2,2331.12,108369.21,2335.58
2026-04-26 10:00:00,2333.35,2333.6,2335.5,2331.33,106007.43,2335.4
2026-04-26 09:45:00,2332.1,2333.36,2334.26,2330.96,116200.02,2335.2
2026-04-26 09:30:00,2330.9,2332.1,2333.0,2330.01,118602.49,2334.91
2026-04-26 09:15:00,2329.98,2330.9,2332.65,2329.23,74453.92,2334.52
2026-04-26 09:00:00,2331.29,2329.99,2331.3,2328.21,122133.22,2334.09
2026-04-26 08:45:00,2330.55,2331.29,2332.69,2330.44,96370.61,2333.83
2026-04-26 08:30:00,2330.54,2330.55,2336.76,2330.14,338721.88,2333.51
2026-04-26 08:15:00,2331.6,2330.54,2332.22,2329.01,86034.71,2333.23
2026-04-26 08:00:00,2330.05,2331.6,2332.96,2330.0,172183.14,2333.08
2026-04-26 07:45:00,2327.49,2330.05,2331.13,2327.48,113446.26,2332.79
2026-04-26 07:30:00,2328.75,2327.49,2329.15,2327.48,53473.99,2332.28
2026-04-26 07:15:00,2328.32,2328.75,2330.18,2328.23,93264.48,2331.95
2026-04-26 07:00:00,2328.97,2328.32,2329.58,2327.03,88222.01,2331.6
2026-04-26 06:45:00,2330.54,2328.96,2330.93,2326.04,141016.22,2331.35
2026-04-26 06:30:00,2328.43,2330.55,2332.2,2327.72,118652.15,2331.27
2026-04-26 06:15:00,2329.01,2328.42,2329.77,2326.72,114657.43,2331.0
2026-04-26 06:00:00,2326.7,2329.01,2331.0,2326.7,166265.21,2330.81
2026-04-26 05:45:00,2327.9,2326.7,2329.0,2325.81,172643.15,2330.42
2026-04-26 05:30:00,2329.73,2327.9,2333.45,2326.84,266164.24,2330.18
2026-04-26 05:15:00,2327.52,2329.74,2337.75,2325.26,937404.6,2330.14
2026-04-26 05:00:00,2316.4,2327.52,2332.32,2316.28,1063405.09,2329.89
2026-04-26 04:45:00,2311.78,2316.43,2318.76,2311.78,359274.1,2328.61
2026-04-26 04:30:00,2309.94,2311.78,2312.42,2309.25,50635.26,2327.0
2026-04-26 04:15:00,2310.2,2309.94,2311.1,2309.51,41433.32,2325.38
2026-04-26 04:00:00,2309.24,2310.2,2311.75,2308.11,82652.55,2323.93
2026-04-26 03:45:00,2308.36,2309.23,2309.64,2307.38,68302.62,2322.53
2026-04-26 03:30:00,2311.44,2308.37,2311.81,2305.63,300861.61,2321.18
2026-04-26 03:15:00,2315.11,2311.43,2315.63,2311.02,68083.09,2320.26
2026-04-26 03:00:00,2314.26,2315.11,2315.11,2313.0,67064.34,2319.77
2026-04-26 02:45:00,2314.36,2314.26,2315.0,2313.27,65575.45,2319.24
2026-04-26 02:30:00,2316.41,2314.36,2317.6,2314.36,58239.82,2318.78
2026-04-26 02:15:00,2316.69,2316.42,2317.34,2315.42,67486.99,2318.55
2026-04-26 02:00:00,2312.97,2316.69,2317.32,2312.55,53731.59,2318.37
2026-04-26 01:45:00,2314.92,2312.97,2315.63,2312.36,71453.63,2317.86
2026-04-26 01:30:00,2314.86,2314.93,2317.17,2314.19,88631.08,2317.58
2026-04-26 01:15:00,2313.93,2314.86,2315.74,2313.93,59010.18,2317.32
2026-04-26 01:00:00,2314.19,2313.94,2314.64,2312.33,93668.95,2317.0
2026-04-26 00:45:00,2316.49,2314.19,2317.17,2310.05,116352.65,2316.73
2026-04-26 00:30:00,2314.31,2316.49,2316.49,2313.5,56119.41,2316.71
2026-04-26 00:15:00,2315.57,2314.3,2315.57,2313.34,95495.23,2316.48
2026-04-26 00:00:00,2318.43,2315.58,2318.75,2314.73,91104.67,2316.39
2026-04-25 23:45:00,2317.96,2318.42,2318.76,2316.82,55873.18,2316.59
2026-04-25 23:30:00,2318.32,2317.96,2318.65,2317.14,46374.13,2316.72
2026-04-25 23:15:00,2317.72,2318.31,2318.65,2316.68,49601.82,2316.87
2026-04-25 23:00:00,2317.02,2317.73,2318.89,2315.47,97254.91,2316.95
2026-04-25 22:45:00,2317.92,2317.02,2318.1,2316.39,58975.25,2316.96
2026-04-25 22:30:00,2315.77,2317.92,2319.67,2315.77,167767.78,2317.05
2026-04-25 22:15:00,2315.0,2315.78,2316.63,2314.54,36044.97,2316.93
2026-04-25 22:00:00,2314.97,2315.06,2316.85,2314.11,60135.67,2316.75
2026-04-25 21:45:00,2313.59,2314.97,2315.3,2313.59,26079.5,2316.58
2026-04-25 21:30:00,2315.06,2313.6,2315.25,2311.85,35015.6,2316.3
2026-04-25 21:15:00,2315.52,2315.06,2316.42,2314.29,72089.23,2316.18
2026-04-25 21:00:00,2312.07,2315.53,2316.8,2312.07,198195.46,2316.12
2026-04-25 20:45:00,2310.37,2312.07,2312.43,2310.0,32535.31,2315.73
2026-04-25 20:30:00,2310.68,2310.38,2311.25,2310.16,25104.69,2315.22
2026-04-25 20:15:00,2309.56,2310.69,2311.43,2308.98,39679.27,2314.79
2026-04-25 20:00:00,2309.2,2309.56,2311.07,2308.17,86109.5,2314.29
2026-04-25 19:45:00,2306.35,2309.19,2310.12,2306.34,93052.24,2313.81
2026-04-25 19:30:00,2308.2,2306.35,2308.6,2306.25,74190.46,2313.1
2026-04-25 19:15:00,2311.19,2308.2,2311.53,2308.2,49904.22,2312.63
2026-04-25 19:00:00,2310.83,2311.2,2311.32,2309.4,51301.58,2312.49
2026-04-25 18:45:00,2311.07,2310.82,2312.68,2310.49,43079.09,2312.33
2026-04-25 18:30:00,2311.35,2311.08,2313.6,2311.08,67054.59,2312.21
2026-04-25 18:15:00,2309.51,2311.33,2311.5,2308.23,84511.75,2312.13
2026-04-25 18:00:00,2308.42,2309.51,2311.5,2307.55,76020.22,2311.88
2026-04-25 17:45:00,2310.29,2308.42,2310.57,2308.0,69537.78,2311.55
2026-04-25 17:30:00,2308.21,2310.29,2311.26,2307.03,92371.45,2311.43
2026-04-25 17:15:00,2307.67,2308.2,2313.0,2306.38,203080.4,2311.12
2026-04-25 17:00:00,2308.83,2307.67,2308.83,2307.06,44342.03,2310.79
2026-04-25 16:45:00,2307.71,2308.83,2310.63,2307.44,129121.91,2310.61
2026-04-25 16:30:00,2307.76,2307.7,2308.27,2298.64,432420.57,2310.33
2026-04-25 16:15:00,2309.4,2307.75,2310.23,2305.08,150295.56,2310.08
2026-04-25 16:00:00,2306.93,2309.4,2310.0,2304.03,409771.38,2310.02
2026-04-25 15:45:00,2315.55,2306.93,2315.56,2301.0,793832.0,2309.73
2026-04-25 15:30:00,2316.59,2315.56,2317.42,2315.42,85981.26,2310.28
2026-04-25 15:15:00,2315.33,2316.6,2316.94,2315.05,49166.29,2310.88
2026-04-25 15:00:00,2314.68,2315.33,2316.03,2314.0,62572.43,2311.31
2026-04-25 14:45:00,2316.04,2314.68,2317.2,2314.6,90296.98,2311.63
2026-04-25 14:30:00,2316.23,2316.03,2316.95,2315.69,40385.91,2312.05
2026-04-25 14:15:00,2317.08,2316.24,2317.11,2314.14,104301.74,2312.45
2026-04-25 14:00:00,2315.13,2317.08,2318.0,2314.0,102027.21,2312.89
2026-04-25 13:45:00,2316.21,2315.13,2316.89,2315.13,64386.17,2313.1
2026-04-25 13:30:00,2315.34,2316.2,2316.41,2314.55,48312.74,2313.4
2026-04-25 13:15:00,2315.99,2315.35,2316.3,2314.79,45061.99,2313.58
2026-04-25 13:00:00,2312.36,2315.99,2316.32,2312.36,111039.1,2313.81
2026-04-25 12:45:00,2312.2,2312.35,2313.9,2312.19,50554.72,2313.67
2026-04-25 12:30:00,2313.14,2312.19,2313.94,2310.32,164354.21,2313.53
2026-04-25 12:15:00,2314.72,2313.13,2316.14,2313.13,77935.23,2313.49
2026-04-25 12:00:00,2312.97,2314.71,2316.92,2311.0,156857.09,2313.61
2026-04-25 11:45:00,2311.8,2312.97,2313.49,2310.05,174875.72,2313.55
